Year     Age      Female         Male        Total
1986    56     731314.13    699630.67   1430944.80
1986    57     729744.16    697381.41   1427125.57
1986    58     691643.78    649492.37   1341136.15
1986    59     691072.27    645204.24   1336276.51
1986    60     671929.79    594169.98   1266099.77
1986    61     619693.12    531345.93   1151039.05
1986    62     613814.89    468584.19   1082399.08
1986    63     575363.90    417675.83    993039.73
1986    64     566202.17    398214.88    964417.05
1986    65     562195.19    399880.99    962076.18
1986    66     476355.32    352786.56    829141.88
1986    67     457863.15    337931.92    795795.07
1986    68     460321.27    341140.44    801461.71
1986    69     450314.31    333972.78    784287.09
1986    70     439554.96    326772.08    766327.04
1986    71     433977.28    323667.92    757645.20
1986    72     413391.52    302567.67    715959.19
1986    73     401744.10    285654.40    687398.50
1986    74     375810.30    264998.71    640809.01
1986    75     356433.96    250526.54    606960.50
1986    76     332259.06    228249.04    560508.10
1986    77     297820.26    206068.68    503888.94
1986    78     282240.90    187030.21    469271.11
1986    79     214926.60    150927.22    365853.82
1986    80     214344.41    137067.64    351412.05
1986    81     190415.75    121419.86    311835.61
1986    82     177852.50    109614.28    287466.78
1986    83     160490.02     95347.31    255837.33
1986    84     138987.32     79367.69    218355.01
1986    85     112561.62     62044.76    174606.38
1986    86      92916.45     49943.23    142859.68
1986    87      80977.91     39956.00    120933.91
1986    88      62921.09     30486.31     93407.40
1986    89      48314.03     22562.21     70876.24
1986    90      37174.72     17159.64     54334.36
1986    91      27345.65     12098.46     39444.11
1986    92      20063.14      8213.49     28276.63
1986    93      14769.07      5619.80     20388.87
1986    94       9175.90      3498.61     12674.51
1986    95       6578.34      2411.53      8989.87
1986    96       4796.99      1550.65      6347.64
1986    97       3009.61      1047.11      4056.72
1986    98       1768.38       541.56      2309.94
1986    99       1036.21       301.32      1337.53
1986   100        590.12       143.15       733.27
1986   101        345.05       100.10       445.15
1986   102        180.03        47.03       227.06
1986   103        103.01        21.01       124.02
1986   104         56.00        14.02        70.02
1986   105         27.00         4.00        31.00
1986   106         16.00         3.00        19.00
1986   107         10.00         0.00        10.00
1986   108          2.00         0.00         2.00
1986   109          1.00         0.00         1.00
1986   110+         1.00         2.00         3.00
1987     0     668255.26    707021.06   1375276.32
1987     1     684004.47    718285.73   1402290.20
1987     2     720617.66    755897.22   1476514.88
1987     3     728538.06    764397.16   1492935.22
1987     4     732032.34    766547.23   1498579.57
1987     5     736109.93    774589.48   1510699.41
1987     6     761052.15    801149.55   1562201.70
1987     7     788576.06    831134.89   1619710.95
1987     8     823567.65    864929.83   1688497.48
1987     9     843718.40    886436.95   1730155.35
1987    10     882102.07    928581.24   1810683.31
1987    11     917496.18    965186.11   1882682.29
1987    12     976003.80   1029280.73   2005284.53
1987    13    1004685.11   1054234.64   2058919.75
1987    14     988962.35   1040170.85   2029133.20
1987    15     968494.47   1018472.04   1986966.51
1987    16     938682.26    989352.55   1928034.81
1987    17     910185.66    957828.44   1868014.10
1987    18     900463.79    945327.90   1845791.69
1987    19     940547.92    974019.28   1914567.20
1987    20     654228.12    690066.56   1344294.68
1987    21     885723.21    912474.93   1798198.14
1987    22     823133.74    851620.29   1674754.03
1987    23     793433.77    818787.60   1612221.37
1987    24     767960.70    790859.43   1558820.13
1987    25     756330.60    776021.70   1532352.30
1987    26     763946.17    781519.56   1545465.73
1987    27     767943.36    783191.99   1551135.35
1987    28     781852.92    795711.21   1577564.13
1987    29     735105.73    748962.96   1484068.69
1987    30     775428.97    789409.41   1564838.38
1987    31     814399.45    832271.82   1646671.27
1987    32     820246.96    838369.75   1658616.71
1987    33     869353.98    876774.47   1746128.45
1987    34     923183.88    932082.01   1855265.89
1987    35     973245.81    979003.57   1952249.38
1987    36    1047049.85   1065971.70   2113021.55
1987    37    1201321.70   1205315.05   2406636.75
1987    38    1187932.97   1199891.54   2387824.51
1987    39    1171382.64   1187118.39   2358501.03
1987    40     802375.69    812795.39   1615171.08
1987    41     726434.23    724028.88   1450463.11
1987    42     918340.79    910239.85   1828580.64
1987    43     947136.92    937665.39   1884802.31
1987    44     931253.89    926880.51   1858134.40
1987    45     957727.55    946349.39   1904076.94
1987    46     883695.61    875009.77   1758705.38
1987    47     775877.52    763689.35   1539566.87
1987    48     767698.97    759948.38   1527647.35
1987    49     869712.62    852916.05   1722628.67
1987    50     821564.14    808588.29   1630152.43
1987    51     856241.22    843008.43   1699249.65
1987    52     784018.12    762499.47   1546517.59
1987    53     797582.32    779313.68   1576896.00
1987    54     807848.99    791348.07   1599197.06
1987    55     765798.61    742830.81   1508629.42
1987    56     746734.27    727638.92   1474373.19
1987    57     728754.77    694378.11   1423132.88
1987    58     726919.84    691736.48   1418656.32
1987    59     689332.54    643973.45   1333305.99
1987    60     688133.27    638908.28   1327041.55
1987    61     668100.72    587546.75   1255647.47
1987    62     616087.24    524982.56   1141069.80
1987    63     610023.29    462582.35   1072605.64
1987    64     571497.60    411966.16    983463.76
1987    65     561719.87    391840.11    953559.98
1987    66     557364.08    393046.09    950410.17
1987    67     471778.60    345859.94    817638.54
1987    68     453475.76    331034.45    784510.21
1987    69     454335.62    332989.98    787325.60
1987    70     444563.87    325445.49    770009.36
1987    71     432847.15    317353.02    750200.17
1987    72     426629.65    313194.14    739823.79
1987    73     405528.69    291893.86    697422.55
1987    74     393213.89    274359.84    667573.73
1987    75     365885.02    252735.79    618620.81
1987    76     345976.09    237863.56    583839.65
1987    77     321165.18    215180.17    536345.35
1987    78     286383.60    192926.02    479309.62
1987    79     269552.16    173471.97    443024.13
1987    80     204608.95    139570.03    344178.98
1987    81     201853.51    124806.72    326660.23
1987    82     177859.83    109517.34    287377.17
1987    83     164708.45     97872.95    262581.40
1987    84     146951.87     83885.30    230837.17
1987    85     125873.27     69185.13    195058.40
1987    86     100624.85     53209.73    153834.58
1987    87      81896.89     42240.49    124137.38
1987    88      70361.44     33222.36    103583.80
1987    89      53798.97     24983.07     78782.04
1987    90      40417.19     18036.07     58453.26
1987    91      30663.20     13624.63     44287.83
1987    92      22031.41      9324.31     31355.72
1987    93      15903.17      6158.15     22061.32
1987    94      11309.26      4153.13     15462.39
1987    95       6897.37      2559.55      9456.92
1987    96       4833.94      1710.73      6544.67
1987    97       3432.67      1039.07      4471.74
1987    98       2071.40       688.70      2760.10
1987    99       1216.25       357.35      1573.60
1987   100        693.13       186.19       879.32
1987   101        387.07        91.09       478.16
1987   102        228.03        52.04       280.07
1987   103        113.01        28.01       141.02
1987   104         61.00        11.00        72.00
1987   105         29.00         3.00        32.00
1987   106         14.00         3.00        17.00
1987   107          8.00         2.00        10.00
1987   108          5.00         0.00         5.00
1987   109          1.00         0.00         1.00
1987   110+         1.00         1.00         2.00
1988     0     650869.79    687712.07   1338581.86
1988     1     665992.84    704002.44   1369995.28
1988     2     685852.80    720395.01   1406247.81
1988     3     720653.72    756170.31   1476824.03
1988     4     728750.80    764850.78   1493601.58
1988     5     732233.81    766894.23   1499128.04
1988     6     736550.08    775125.17   1511675.25
1988     7     761191.38    801418.58   1562609.96
1988     8     788827.89    831473.41   1620301.30
1988     9     823912.60    865615.25   1689527.85
1988    10     843714.10    886759.12   1730473.22
1988    11     882372.22    929292.38   1811664.60
1988    12     917418.55    965392.69   1882811.24
